,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID
3658,0.0,0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,54.25,583.0,No,3604-WLABM
3659,1.0,0,1.0,0.0,67.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,109.9,7332.4,No,0795-GMVQO
3660,1.0,0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,35.5,249.55,No,2259-OUUSZ
3661,0.0,0,0.0,0.0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,87.55,4475.9,No,1142-IHLOO
3662,0.0,0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.15,416.45,Yes,6410-LEFEN
3663,0.0,0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,88.4,788.6,No,4633-MKHYU
3664,1.0,0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,50.8,202.3,No,6257-RJOHI
3665,1.0,0,1.0,0.0,71.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,99.0,6994.6,No,1545-JFUML
3666,0.0,0,1.0,1.0,50.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,84.4,4116.15,Yes,3194-ORPIK
3667,0.0,1,1.0,1.0,24.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,96.55,2263.45,No,7826-VVKWT
3668,1.0,0,1.0,0.0,22.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,59.75,1374.35,No,1353-GHZOS
3669,1.0,0,0.0,0.0,44.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,111.5,4915.15,No,2587-EKXTS
3670,0.0,0,1.0,1.0,33.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,24.25,838.5,No,5442-BXVND
3671,0.0,0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,75.1,75.1,Yes,8816-VXNZD
3672,0.0,0,1.0,0.0,54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,70.15,3715.65,Yes,9378-FXTIZ
3673,1.0,0,0.0,0.0,42.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,101.75,4273.45,Yes,1723-HKXJQ
3674,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.8,45.8,Yes,7825-GKXMW
3675,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.5,20.5,No,9753-OYLBX
3676,1.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,70.4,2044.75,No,2364-UFROM
3677,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,30.55,30.55,No,6656-JWRQX
3678,1.0,0,1.0,1.0,16.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,84.9,1398.25,No,6473-ULUHT
3679,1.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,20.1,20.1,Yes,1240-KNSEZ
3680,1.0,0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,40.65,328.95,Yes,0836-SEYLU
3681,1.0,1,1.0,0.0,46.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,101.0,4680.05,Yes,4433-JCGCG
3682,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.1,69.1,Yes,3716-BDVDB
3683,1.0,0,1.0,0.0,71.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,54.5,3778.2,No,7688-AWMDX
3684,1.0,0,0.0,0.0,43.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.35,3161.4,No,2842-BCQGE
3685,1.0,0,1.0,0.0,50.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,44.45,2188.45,No,7244-QWYHG
3686,0.0,0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,75.0,999.45,Yes,5899-MQZZL
3687,1.0,0,1.0,1.0,19.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,100.0,1888.65,Yes,6849-OYAMU
3688,0.0,0,0.0,0.0,41.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,98.05,3990.6,No,5312-UXESG
3689,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,71.15,71.15,Yes,9488-HGMJH
3690,0.0,0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,54.15,1240.25,Yes,6038-GCYEC
3691,0.0,0,1.0,0.0,40.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,63.9,2635.0,No,2150-WLKUW
3692,0.0,0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,69.15,235.0,No,7159-FVYPK
3693,0.0,0,0.0,0.0,37.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,64.65,2347.85,No,7032-LMBHI
3694,0.0,0,1.0,1.0,67.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,108.75,7156.2,Yes,1150-WFARN
3695,0.0,0,1.0,1.0,32.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,98.85,3089.6,No,6088-BXMRG
3696,0.0,0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,49.15,270.8,Yes,3144-AUDBS
3697,0.0,0,1.0,1.0,32.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,89.6,2901.8,No,4821-SJHJV
3698,0.0,0,0.0,0.0,59.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,83.25,4949.1,No,7346-MEDWM
3699,0.0,0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,70.25,2198.9,No,1137-DGOWI
3700,1.0,0,0.0,1.0,20.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,19.4,374.5,Yes,5616-PRTNT
3701,0.0,0,1.0,1.0,27.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,24.5,761.95,No,3812-LRZIR
3702,0.0,1,0.0,0.0,20.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,79.15,1520.9,Yes,4818-QIUFN
3703,1.0,0,0.0,1.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,20.1,190.25,No,9483-GCPWE
3704,0.0,0,1.0,1.0,68.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,73.0,5163.0,No,4227-OJHAL
3705,0.0,0,1.0,1.0,69.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,61.4,4059.85,No,9220-CXRSC
3706,1.0,0,0.0,0.0,26.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,84.3,2281.6,No,4993-JCRGJ
3707,1.0,0,1.0,1.0,69.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,19.9,1356.7,No,9537-JALFH
3708,1.0,0,0.0,0.0,11.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,20.4,231.45,No,6698-OXETB
3709,1.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.75,50.75,No,2103-ZRXFN
3710,1.0,0,1.0,1.0,10.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,20.45,242.4,No,3724-BSCVH
3711,0.0,0,1.0,1.0,55.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,75.75,4264.25,No,4877-TSOFF
3712,1.0,0,0.0,0.0,44.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,65.4,2774.55,No,9209-NWPGU
3713,1.0,1,1.0,0.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,80.4,3605.2,Yes,6961-VCPMC
3714,1.0,0,1.0,1.0,69.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,59.75,4069.9,No,7306-YDSOI
3715,1.0,1,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,78.5,874.2,No,5288-AHOUP
3716,0.0,0,1.0,0.0,11.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,102.0,1145.35,Yes,6688-UZPWD
3717,1.0,0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.95,1323.7,No,0655-YDGFJ
3718,0.0,0,1.0,0.0,57.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,99.65,5497.05,No,8468-EHYJA
3719,1.0,0,0.0,0.0,28.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.25,534.7,No,6823-SIDFQ
3720,0.0,0,0.0,0.0,42.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,54.55,2455.05,No,1097-FSPVW
3721,0.0,0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.65,38.7,Yes,2839-RFSQE
3722,1.0,0,0.0,1.0,23.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,40.65,947.4,No,8328-SKJNO
3723,0.0,0,1.0,1.0,18.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.45,357.0,No,7010-ZMVBF
3724,1.0,0,1.0,1.0,62.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,24.8,1476.25,No,5201-CBWYG
3725,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,70.8,70.8,Yes,0968-GSIKN
3726,1.0,0,0.0,0.0,16.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,89.05,1448.6,Yes,1965-DDBWU
3727,0.0,0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,96.6,291.9,Yes,9057-SIHCH
3728,1.0,0,0.0,0.0,67.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,88.8,5903.15,No,6352-GIGGQ
3729,1.0,0,0.0,0.0,62.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,20.05,1201.65,No,3635-QQRQD
3730,0.0,0,1.0,0.0,57.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,104.5,5921.35,Yes,6771-XWBDM
3731,1.0,0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.8,146.65,No,2897-DOVND
3732,0.0,0,1.0,1.0,23.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,77.15,1759.4,No,3082-YVEKW
3733,0.0,0,0.0,1.0,25.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,35.05,844.45,No,0191-EQUUH
3734,0.0,1,0.0,0.0,72.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,108.1,7774.05,No,7134-HBPBS
3735,0.0,0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,84.05,134.05,No,3489-HHPFY
3736,0.0,0,0.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.2,140.95,No,2926-JEJJC
3737,0.0,0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,50.6,249.95,Yes,8601-QACRS
3738,1.0,0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,49.2,1701.65,No,4950-BDEUX
3739,1.0,0,0.0,0.0,24.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,24.6,592.65,No,5789-LDFXO
3740,0.0,0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,71.65,135.75,No,0508-OOLTO
3741,1.0,0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,104.9,7732.65,No,2984-TBYKU
3742,0.0,0,0.0,0.0,41.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,106.5,4282.4,No,9822-WMWVG
3743,1.0,0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.35,219.65,Yes,2391-SOORI
3744,1.0,0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,2018.1,No,9040-KZVWO
3745,1.0,0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,94.25,669.0,Yes,2645-QTLMB
3746,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,68.95,68.95,Yes,4806-HIPDW
3747,0.0,0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,58.5,224.85,No,1548-ARAGG
3748,1.0,0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,78.9,3771.5,No,6339-RZCBJ
3749,1.0,1,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,93.85,196.75,Yes,4424-TKOPW
3750,0.0,1,1.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,79.2,943.85,No,4415-WNGVR
3751,1.0,0,1.0,0.0,60.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,109.45,6572.85,No,2522-AHJXR
3752,1.0,0,0.0,0.0,55.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,59.2,3175.85,No,0412-UCCNP
3753,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,29.15,29.15,No,1816-FLZDK
3754,1.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.05,20.05,No,7096-UCLNH
3755,1.0,0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,76.05,318.9,Yes,8443-ZRDBZ
3756,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,24.45,24.45,Yes,9136-ALYBR
3757,0.0,0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,66.5,2762.75,No,4615-PIVVU
3758,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.55,49.55,No,8885-QSQBX
3759,1.0,0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,89.35,631.85,Yes,7479-NITWS
3760,1.0,0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,73.6,232.5,No,8617-ENBDS
3761,0.0,0,1.0,0.0,72.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,82.65,5919.35,No,9385-NXKDA
3762,1.0,0,0.0,0.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,749.25,No,0430-IHCDJ
3763,1.0,0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,80.35,307.4,Yes,2959-MJHIC
3764,0.0,0,0.0,0.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,25.2,245.15,No,6674-KVJHG
3765,0.0,0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,25.45,134.75,No,1814-DKOLC
3766,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,55.8,55.8,Yes,4201-JMNGR
3767,1.0,0,1.0,0.0,72.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,110.9,8240.85,No,9351-HXDMR
3768,0.0,0,1.0,0.0,55.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.75,4266.4,No,3537-HPKQT
3769,0.0,0,1.0,1.0,40.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,26.2,1077.5,No,2129-ALKBS
3770,0.0,0,1.0,0.0,57.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,19.9,1115.6,No,5821-MMEIL
3771,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,79.05,79.05,Yes,5960-WPXQM
3772,1.0,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,95.0,95.0,Yes,0684-AOSIH
3773,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.2,25.2,Yes,8260-NGFNY
3774,1.0,1,1.0,1.0,52.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,80.85,4079.55,No,1309-XGFSN
3775,1.0,1,0.0,0.0,41.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,98.4,4187.75,Yes,1866-RZZQS
3776,1.0,0,1.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,56.35,2391.15,No,6968-URWQU
3777,0.0,0,1.0,1.0,47.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,19.3,890.5,No,4742-TXUEX
3778,1.0,0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,137.25,No,9631-XEYKE
3779,1.0,1,1.0,1.0,66.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,79.4,5154.6,Yes,8631-NBHFZ
3780,1.0,0,1.0,1.0,55.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,55.25,3119.9,No,1335-MXCSE
3781,1.0,0,0.0,0.0,29.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,19.1,529.5,No,8873-TMKGR
3782,0.0,0,0.0,1.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,84.05,966.55,No,8800-JOOCF
3783,0.0,0,1.0,0.0,66.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,105.2,6936.85,No,1469-LBJQJ
3784,1.0,1,0.0,0.0,35.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,101.4,3496.3,Yes,4958-XCBDQ
3785,1.0,1,1.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,89.8,914.3,Yes,8337-UPOAQ
3786,1.0,0,1.0,1.0,27.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.75,1929.0,No,0064-YIJGF
3787,0.0,0,0.0,0.0,58.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,95.3,5817.7,No,2386-OWURY
3788,1.0,0,1.0,0.0,54.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,109.75,6110.2,Yes,1725-IQNIY
3789,1.0,0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.85,178.8,No,0310-VQXAM
3790,1.0,0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.3,28.3,Yes,6598-RFFVI
3791,1.0,0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.1,435.0,No,3453-RTHJQ
3792,0.0,1,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,91.25,2351.8,Yes,6712-OAWRH
3793,0.0,0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.25,186.15,No,6278-FEPBZ
3794,1.0,0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,54.75,445.85,No,4280-DLSHD
3795,1.0,0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,81.45,912.0,No,1508-DFXCU
3796,0.0,0,0.0,0.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.1,679.55,Yes,8614-VGMMV
3797,1.0,0,1.0,0.0,43.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,80.2,3581.6,No,7868-BGSZA
3798,1.0,0,0.0,0.0,42.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,100.3,4222.95,No,2800-QQUSO
3799,0.0,0,0.0,0.0,31.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,65.25,1994.3,Yes,2930-UOTMB
3800,0.0,0,0.0,1.0,66.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,90.95,5930.05,No,7973-DZRKH
3801,0.0,1,0.0,0.0,18.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,85.45,1505.85,Yes,5914-DVBWJ
3802,1.0,0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.0,20.0,No,7698-YFGEZ
3803,1.0,0,1.0,0.0,61.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,94.1,5638.3,Yes,2533-QVMSK
3804,1.0,0,0.0,0.0,10.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.85,797.25,No,9773-PEQBZ
3805,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,71.65,71.65,Yes,8644-XLFBW
3806,0.0,1,0.0,0.0,18.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,73.55,1359.45,No,0650-BWOZN
3807,1.0,0,1.0,0.0,24.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,104.65,2542.45,Yes,8625-AZYZY
3808,0.0,0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.3,54.7,No,7785-RDVIG
3809,1.0,0,0.0,0.0,50.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.15,989.05,No,9602-WCXPI
3810,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.55,44.55,No,2903-YYTBW
3811,1.0,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,54.45,87.3,No,3620-MWJNE
3812,1.0,0,0.0,0.0,17.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.65,351.55,No,8573-JGCZW
